Aspects,Key Area,,No,Requirement,Keterangan ,Sample
,,,8,Menggunakan setifikat untuk otentikasi protokol LDAPs (Lightweight Directory Access Protocol),Harus menggunakan sertifikat untuk otentikasi protokol LDAPs (Lightweight Directory Access Protocol) untuk memastikan keamanan dan enkripsi data yang dikirimkan melalui protokol LDAPs. Penggunaan sertifikat ini penting untuk melindungi data sensitif dan informasi otentikasi pengguna yang dikirimkan melalui protokol LDAPs.,"- Certificate Authority (CA) Documentation: Informasi tentang penerbit sertifikat (CA), masa berlaku, dan proses pencabutan sertifikat.
- Certificate Installation & Configuration Documentation: Prosedur instalasi dan konfigurasi sertifikat untuk mengaktifkan LDAPs di server.
- TLS/SSL Configuration Documentation: Pengaturan protokol TLS/SSL untuk memastikan koneksi LDAPs terenkripsi.
- LDAPs Monitoring & Audit Logs: Log audit autentikasi pengguna dan pemantauan koneksi LDAPs.
- LDAPs Vulnerability & Penetration Test Reports: Laporan pengujian kerentanan untuk memastikan keamanan implementasi LDAPs."
,,,9,Environment Azure Active Directory (AD) memiliki sinkronisasi user Active Directory (AD) 1 arah Onpremise ke cloud,Harus melakukan sinkronisasi user Active Directory (AD) dari on-premise ke Azure Active Directory (AD) untuk memastikan konsistensi data pengguna antara lingkungan on-premise dan cloud. Sinkronisasi ini memungkinkan pengguna untuk mengakses sumber daya yang terdaftar dalam kedua lingkungan dengan akun yang sama.,"- Azure AD Connect Configuration: Pengaturan sinkronisasi, termasuk filtering dan frekuensi sinkronisasi.
- User and Group Sync Policy: Kebijakan sinkronisasi user, atribut, dan grup antara on-premise dan Azure AD.
- Identity Management and Security Policy: Kebijakan keamanan, otentikasi, dan pengelolaan identitas pengguna yang disinkronkan.
- Audit Logs and Monitoring: Log sinkronisasi dan laporan pemantauan untuk memastikan integritas dan keberhasilan sinkronisasi.
- Disaster Recovery Plan: Rencana pemulihan jika terjadi kegagalan sinkronisasi AD."
,P3.5 Email,,1,"Memiliki salah satu collaboration tools (email, teams)","Harus memiliki salah satu collaboration tools seperti email atau teams untuk memfasilitasi komunikasi dan kolaborasi antar pengguna. Collaboration tools ini memungkinkan pengguna untuk berbagi informasi, berkomunikasi, dan bekerja sama dalam satu platform yang terintegrasi.","Dokumen: 
- Collaboration Tool Policy: Kebijakan penggunaan dan aturan keamanan untuk alat kolaborasi.
- User Access and Permissions Report: Laporan pengaturan akses dan izin pengguna pada alat kolaborasi.
- Data Security and Privacy Policy: Kebijakan perlindungan data dan privasi pengguna.
- Audit Logs and Monitoring Reports: Laporan aktivitas pengguna dan penggunaan alat kolaborasi.
- Backup and Recovery Plan: Rencana pencadangan dan pemulihan data untuk alat kolaborasi."
,,,2,Memiliki Database copy pada site datacenter yang lain,Harus memiliki database copy pada site datacenter yang berbeda untuk memastikan ketersediaan layanan email dan pemulihan data yang optimal. Database copy ini memungkinkan replikasi data email secara real-time dan failover ke site datacenter cadangan jika terjadi kegagalan pada site utama.,"Dokumentasi mengenai:
- Database Replication Configuration: Pengaturan dan metode replikasi database.
- Failover and Disaster Recovery Plan: Rencana pemulihan dan prosedur failover untuk kegagalan site utama.
- Monitoring and Alerting Reports: Laporan pemantauan dan peringatan ketersediaan database.
- Data Backup Policy: Kebijakan pencadangan data email dan jadwal pencadangan.
- Access Control and Security Policy: Kebijakan akses dan keamanan untuk database."
,,,3,"Layanan email (Simple Mail Transfer Protocol, Outlook Web Application, Exchange Web Services, dsb.) hanya boleh diakses atau diintegrasikan dengan konsep namespace atau melalui fqdn (fully qualified domain name / menggunakan authoritative domain)",Harus memastikan bahwa layanan email hanya dapat diakses atau diintegrasikan dengan konsep namespace atau melalui fqdn (fully qualified domain name) untuk memastikan keamanan dan konsistensi akses. Penggunaan namespace atau fqdn ini memungkinkan pengguna untuk mengakses layanan email dengan akun domain yang sesuai.,"- E- mail Access Policy: Kebijakan akses layanan email menggunakan namespace atau FQDN.
- DNS Configuration Documentation: Konfigurasi DNS untuk namespace dan FQDN layanan email.
- User Authentication and Authorization Policy: Kebijakan otentikasi dan otorisasi pengguna untuk akses layanan email.
- Network Security Policy: Kebijakan keamanan jaringan untuk membatasi akses layanan email.
- Audit Logs and Monitoring Reports: Laporan log aktivitas akses layanan email untuk memastikan kepatuhan."
,,,4,"Menghubungkan server email dengan environment internet menggunakan mediator sebuah mail gateway yang berfungsi untuk mengatur flow in/out internet, mengamankan email dari spam, graymail, spoofmail, dan malware , serta gerbang awal policy pengamanan khusus diterapkan","Harus menggunakan mail gateway sebagai mediator untuk menghubungkan server email dengan environment internet. Mail gateway ini berfungsi untuk mengatur flow in/out internet, mengamankan email dari spam, graymail, spoofmail, dan malware, serta menerapkan kebijakan pengamanan khusus untuk melindungi email.","- Mail Gateway Configuration: Detail konfigurasi dan kebijakan mail gateway.
- Email Security Policy: Kebijakan perlindungan email dari ancaman seperti spam dan malware.
- Flow Management Reports: Laporan alur masuk dan keluar email.
- Incident Response Plan: Rencana tanggap darurat untuk insiden keamanan email.
- Audit Logs and Monitoring Reports: Laporan log aktivitas mail gateway untuk deteksi ancaman."
,,,5,Memiliki backup untuk seluruh server Database Mailbox dengan jadwal backup minimal 1x per hari,Harus memiliki backup untuk seluruh server Database Mailbox dengan jadwal minimal satu kali per hari. Backup ini penting untuk memastikan pemulihan data email yang optimal dan sesuai dengan kebutuhan pemulihan yang ada.,"- Backup Policy Documentation: Kebijakan prosedur dan frekuensi backup.
- Backup Schedule Report: Laporan jadwal backup harian.
- Backup Configuration Documentation: Detail konfigurasi sistem backup.
- Data Recovery Plan: Rencana pemulihan data dari backup.
- Audit Logs of Backup Operations: Log aktivitas backup yang mencatat hasil proses."
,,,6,"Memiliki Sender Policy Framework (SPF), DomainKeys Identified Mail (DKIM), Domain-based Messages Authentication, Reporting, Conformance (DMARC) pada Domain Name System (DNS) Record domain pengiriman email","Harus memiliki SPF, DKIM, dan DMARC pada DNS Record domain pengiriman email untuk memastikan keaslian dan keamanan email yang dikirimkan. SPF, DKIM, dan DMARC ini memungkinkan penerima email untuk memverifikasi sumber email dan mencegah email palsu atau phishing yang merugikan.","- SPF Record Documentation: Detail konfigurasi SPF, termasuk mekanisme dan pengaturan yang digunakan.
- DKIM Key Management Document: Informasi tentang pengelolaan kunci DKIM, termasuk cara pembuatan dan penerapan kunci publik di DNS.
- DMARC Policy Document: Kebijakan DMARC yang menjelaskan pengaturan dan tindakan yang diambil untuk email yang tidak lolos verifikasi.
- DNS Record Configuration Report: Laporan konfigurasi DNS yang menunjukkan entri SPF, DKIM, dan DMARC yang diterapkan.
- Audit Logs of Email Authentication: Log aktivitas autentikasi email untuk memverifikasi keberhasilan dan kegagalan pengiriman berdasarkan SPF, DKIM, dan DMARC."
,,,7,Terdapat pembatasan maksimal recipient dari setiap email yang dikirimkan,Harus ada pembatasan maksimal recipient dari setiap email yang dikirimkan untuk membatasi penyebaran spam atau email yang tidak diinginkan. Pembatasan ini memungkinkan pengguna untuk mengirimkan email hanya kepada penerima yang relevan dan meminimalkan risiko penyalahgunaan email.,"Dokumen mengenai:
- Email Sending Policy: Kebijakan yang mengatur batasan jumlah penerima dalam setiap pengiriman email.
- Recipient Limitation Configuration Document: Detail pengaturan teknis yang membatasi jumlah penerima per email.
- User Training Materials: Materi pelatihan untuk pengguna tentang praktik terbaik dalam pengiriman email dan batasan yang ada.
- Monitoring and Reporting Procedures: Prosedur untuk memantau dan melaporkan pelanggaran batasan penerima yang ditetapkan.
- Incident Response Plan: Rencana tanggap darurat untuk menangani insiden terkait penyebaran spam atau penyalahgunaan email."
,P3.6 Domain (Forest Active Directory),,1,Pengelompokan untuk user kantor pusat dan wilayah pada forest domain,"Harus melakukan pengelompokan user kantor pusat dan wilayah pada forest domain untuk memudahkan manajemen hak akses dan kebijakan keamanan. Pengelompokan ini memungkinkan pengguna untuk dikelompokkan berdasarkan unit bisnis atau lokasi yang berbeda, sehingga memudahkan manajemen dan pemantauan pengguna.","Dokumentasi mengenai: 
- User Group Policy Document: Kebijakan yang menjelaskan prosedur dan kriteria pengelompokan pengguna berdasarkan unit bisnis atau lokasi.
- Group Structure Documentation: Struktur pengelompokan yang menggambarkan hierarki dan kategori grup pengguna dalam forest domain.
- Access Control Policy: Kebijakan yang mengatur hak akses dan izin yang diberikan kepada setiap grup pengguna.
- User Management Procedures: Prosedur untuk menambah, menghapus, atau memodifikasi pengguna dalam grup yang telah ditentukan.
- Monitoring and Audit Reports: Laporan pemantauan dan audit untuk mengevaluasi kepatuhan terhadap kebijakan pengelompokan dan manajemen akses pengguna."
P4 Operation Management,P4.1 Command Center,,1,"Memiliki Tim Support untuk monitoring hardware & software 24/7 (L1 (Monitoring Team), L2 (Application Team/SME), L3 (Vendor/Principal))","Harus memiliki tim support yang terdiri dari L1 (Monitoring Team), L2 (Application Team/SME), dan L3 (Vendor/Principal) untuk memantau hardware dan software 24/7. Tim support ini bertanggung jawab untuk mendeteksi, menganalisis, dan menanggapi permasalahan yang terjadi pada sistem secara proaktif dan responsif.","Dokumentasi: 
- Support Team Structure Document: Struktur organisasi dan tanggung jawab tim support (L1, L2, L3).
- Service Level Agreement (SLA): Standar respons dan pemecahan masalah untuk setiap level tim.
- Incident Management Procedures: Prosedur deteksi, analisis, dan penanganan insiden sistem.
- Monitoring Tools Documentation: Alat yang digunakan untuk memantau hardware dan software serta laporan yang dihasilkan.
- Training and Knowledge Base: Materi pelatihan dan basis pengetahuan untuk tim support."
,,,2,Memiliki task list atau ceklist activity monitoring ,Harus memiliki task list atau ceklist activity monitoring yang mencakup daftar tugas dan aktivitas yang harus dilakukan oleh tim support dalam memantau hardware dan software. Task list ini memudahkan tim support untuk mengikuti prosedur dan memastikan bahwa setiap aktivitas terdokumentasi dengan baik.,"Dokumentasi:
- Activity Monitoring Task List: Daftar tugas dan aktivitas yang harus dilakukan oleh tim support dalam memantau hardware dan software.
- Standard Operating Procedures (SOP): Prosedur standar yang menjelaskan cara melakukan setiap tugas dalam ceklist.
- Documentation of Completed Activities: Laporan yang mendokumentasikan aktivitas yang telah dilakukan oleh tim support berdasarkan ceklist.
- Escalation Procedures: Prosedur untuk mengeskalasikan masalah yang tidak dapat diselesaikan dalam task list.
- Review and Improvement Plan: Rencana untuk meninjau dan memperbarui ceklist dan prosedur monitoring secara berkala.
"
,,,3,Memiliki tools berupa dashboard monitoring hardware & software ,"Harus memiliki tools berupa dashboard monitoring hardware dan software yang memungkinkan tim support untuk melihat status dan performa sistem secara real-time. Dashboard ini memudahkan tim support untuk memantau dan menganalisis data, serta memberikan informasi yang diperlukan untuk pengambilan keputusan yang cepat.","Dokumentasi Mengenai:
1. Dashboard Design Documentation: Desain dan layout dashboard dengan elemen dan fungsi yang ditampilkan.
2. Monitoring Tools Configuration: Detail konfigurasi alat monitoring yang digunakan.
3. Data Sources and Integration Report: Laporan tentang sumber data dan integrasi dengan sistem.
4. User Access and Permissions Document: Kebijakan akses pengguna untuk dashboard monitoring.
5. Performance Monitoring Procedures: Prosedur evaluasi performa dashboard dan efektivitas alat monitoring."
,,,4,Memiliki alur escalation flow sesuai dengan severity incident dan memperhitungkan waktu terjadinya incident,Harus memiliki alur escalation flow yang sesuai dengan severity incident dan memperhitungkan waktu terjadinya incident. Alur escalation flow ini memastikan bahwa setiap incident ditangani dengan cepat dan efisien sesuai dengan tingkat kepentingan dan dampaknya terhadap layanan.,"Dokumentasi mengenai:
1. Escalation Flow Diagram: Diagram alur proses eskalasi berdasarkan tingkat keparahan insiden.
2. Incident Severity Classification Document: Klasifikasi insiden menurut tingkat keparahan dan dampaknya.
3. Response Time Guidelines: Panduan waktu respons untuk setiap tingkat keparahan insiden.
4. Roles and Responsibilities Document: Penjelasan peran dan tanggung jawab dalam alur eskalasi.
5. Escalation Procedures: Prosedur langkah demi langkah untuk menangani dan mengeskalasikan insiden."
,,,5,"Memiliki standarisasi sarana pendukung operasional command center (Wall Display, PC Operator, Furnitur ergonomis, Sirine, Video Conference)","Harus memiliki standarisasi sarana pendukung operasional command center seperti Wall Display, PC Operator, Furnitur ergonomis, Sirine, dan Video Conference. Standarisasi ini memastikan kenyamanan dan efisiensi operasional tim support dalam memantau dan menanggapi permasalahan yang terjadi.","Dokumentasi mengenai:
1. Standard Operating Procedures (SOP): Prosedur penggunaan dan pemeliharaan sarana pendukung.
2. Equipment Specifications Document: Spesifikasi teknis untuk Wall Display, PC Operator, dan perangkat lainnya.
3. Ergonomic Assessment Report: Penilaian ergonomis terkait furnitur dan tata letak.
4. Maintenance and Support Plan: Rencana pemeliharaan untuk semua peralatan command center.
5. Budget and Procurement Plan: Rencana anggaran dan pengadaan sarana operasional."
,P4.2 Monitoring Tools ,,1,"Memiliki monitoring tools untuk Infrastructure (Server, Storage dan Network)","Harus memiliki monitoring tools untuk Infrastructure (Server, Storage, dan Network) yang memungkinkan tim IT untuk memantau performa dan ketersediaan sistem secara real-time. Monitoring tools ini memungkinkan deteksi dini terhadap permasalahan, analisis performa, dan pemantauan kapasitas untuk menjaga ketersediaan layanan.","Dokumentasi mengenai:
1. Monitoring Tools Configuration Document: Rincian konfigurasi dan pengaturan alat monitoring.
2. Performance Monitoring Procedures: Prosedur untuk memantau performa dan ketersediaan sistem.
3. Incident Response Plan: Rencana tanggap untuk masalah yang terdeteksi.
4. Data Reporting Documentation: Laporan dan analisis dari alat monitoring.
5. User Access Document: Kebijakan akses untuk pengguna yang mengelola monitoring tools."
,,,2,Memiliki monitoring tools untuk Aplikasi & Database,"Harus memiliki monitoring tools untuk Aplikasi & Database yang memungkinkan tim IT untuk memantau performa dan ketersediaan aplikasi serta database secara real-time. Monitoring tools ini memungkinkan deteksi dini terhadap permasalahan, analisis performa, dan pemantauan kapasitas untuk menjaga ketersediaan layanan.","Dokumentasi Mengenai:
1. Monitoring Tools Configuration Document: Rincian konfigurasi alat monitoring aplikasi dan database.
2. Performance Monitoring Procedures: Prosedur pemantauan performa dan ketersediaan aplikasi serta database.
3. Incident Response Plan: Rencana tanggap untuk masalah yang terdeteksi.
4. Data Reporting Documentation: Laporan dan analisis performa dari monitoring tools.
5. User Access Document: Kebijakan akses untuk pengguna yang mengelola monitoring tools."
,,,3,Memiliki analytic monitoring tools (end user monitoring),"Harus memiliki analytic monitoring tools (end user monitoring) yang memungkinkan tim IT untuk memantau performa dan ketersediaan layanan dari perspektif pengguna akhir. Analytic monitoring tools ini memungkinkan deteksi dini terhadap permasalahan, analisis performa, dan pemantauan pengalaman pengguna untuk meningkatkan kualitas layanan.","Dokumentasi mengenai:
1. Configuration Document: Rincian konfigurasi alat monitoring untuk pengguna akhir.
2. User Experience Procedures: Prosedur pemantauan pengalaman pengguna dan ketersediaan layanan.
3. Incident Response Plan: Rencana tanggap untuk masalah yang terdeteksi.
4. Data Reporting Documentation: Laporan dan analisis performa pengalaman pengguna.
5. User Access Document: Kebijakan akses untuk pengguna yang mengelola monitoring tools."
,,,4,Memiliki sistem notifikasi/alerting yang bersifat near realtime,Harus memiliki sistem notifikasi/alerting yang bersifat near realtime untuk memberikan pemberitahuan cepat kepada tim IT tentang permasalahan atau anomali yang terjadi pada sistem. Sistem notifikasi/alerting ini memungkinkan tim IT untuk merespons dengan cepat dan mengambil tindakan yang diperlukan untuk menjaga ketersediaan layanan.,"Dokumentasi mengenai:
1. Notification System Configuration Document: Rincian konfigurasi sistem notifikasi dan pengaturan alerting.
2. Alerting Procedures: Prosedur untuk mengelola dan merespons notifikasi dan alert yang diterima.
3. Incident Response Plan: Rencana tanggap untuk permasalahan atau anomali yang terdeteksi melalui notifikasi.
4. Notification Escalation Procedures: Prosedur eskalasi untuk notifikasi yang memerlukan perhatian lebih lanjut.
5. User Access Document: Kebijakan akses bagi pengguna yang memiliki hak untuk mengelola sistem notifikasi dan alerting."
,,,5,Memiliki standarisasi matrix threshold alert,Harus memiliki standarisasi matrix threshold alert yang memungkinkan tim IT untuk menetapkan batas ambang yang jelas untuk memicu notifikasi/alerting. Standarisasi ini memastikan bahwa tim IT dapat mengidentifikasi permasalahan atau anomali dengan cepat dan mengambil tindakan yang diperlukan sesuai dengan tingkat kepentingan dan dampaknya terhadap layanan.,"Dokumentasi mengenai:
1. Threshold Alert Matrix Document: Dokumen yang menjelaskan batas ambang yang ditetapkan untuk berbagai parameter sistem.
2. Alert Criteria Guidelines: Pedoman mengenai kriteria yang digunakan untuk menentukan kapan notifikasi harus dipicu.
3. Incident Response Plan: Rencana tanggap untuk masalah yang terdeteksi berdasarkan notifikasi dari threshold alert.
4. Review and Adjustment Procedures: Prosedur untuk meninjau dan menyesuaikan threshold alert secara berkala.
5. Training Documentation: Materi pelatihan bagi tim IT tentang penggunaan dan pemahaman matrix threshold alert."
,,,6,Memiliki alur prosedur perubahan dashboard dan alert,"Harus memiliki alur prosedur perubahan dashboard dan alert yang memungkinkan tim IT untuk mengelola dan mengubah konfigurasi dashboard dan alert dengan aman dan terkontrol. Alur prosedur ini memastikan bahwa setiap perubahan terdokumentasi dengan baik, diuji secara menyeluruh, dan disetujui oleh pihak yang berwenang sebelum diimplementasikan.","Dokumentasi mengenai:
1. Change Management Procedure Document: Dokumen yang menjelaskan prosedur manajemen perubahan untuk dashboard dan alert.
2. Change Request Form: Formulir yang digunakan untuk mengajukan perubahan pada dashboard dan alert, termasuk informasi yang diperlukan untuk penilaian.
3. Testing and Validation Procedures: Prosedur untuk menguji dan memvalidasi perubahan sebelum implementasi.
4. Approval Workflow Document: Dokumen yang menjelaskan alur persetujuan yang harus dilalui sebelum perubahan diterapkan.
5. Change Log Document: Catatan yang mendokumentasikan semua perubahan yang dilakukan, termasuk tanggal, deskripsi, dan status persetujuan."
,"P4.4 Switch Over - DR, RTO, RPO",,1,Memiliki prosedur recovery layanan,"Harus memiliki prosedur recovery layanan yang mencakup langkah-langkah pemulihan layanan, peran dan tanggung jawab tim, serta alur komunikasi dan koordinasi dalam situasi darurat. Prosedur recovery layanan ini memastikan bahwa tim IT dapat merespons dengan cepat dan efektif dalam mengatasi permasalahan yang terjadi dan memulihkan layanan sesuai dengan RTO dan RPO yang telah ditetapkan.","Dokumentasi Mengenai:
1. Service Recovery Procedure Document: Dokumen yang menjelaskan langkah-langkah pemulihan layanan secara rinci.
2. Roles and Responsibilities Matrix: Matriks yang menjelaskan peran dan tanggung jawab masing-masing anggota tim dalam situasi pemulihan.
3. Communication Plan: Rencana komunikasi yang mencakup cara dan saluran yang digunakan untuk berkoordinasi selama pemulihan layanan.
4. Recovery Time Objective (RTO) and Recovery Point Objective (RPO) Document: Dokumen yang mencantumkan RTO dan RPO yang telah ditetapkan untuk setiap layanan.
5. Testing and Validation Procedures: Prosedur untuk menguji dan memvalidasi efektivitas prosedur recovery secara berkala."
,,,2,"Memiliki dokumen pendukung untuk recovery layanan (Technical Recovery Procedure, Readiness, Rundown ceklist)","Harus memiliki dokumen pendukung untuk recovery layanan seperti Technical Recovery Procedure, Readiness, dan Rundown ceklist. Dokumen ini memuat informasi teknis, persiapan, dan daftar tugas yang harus dilakukan oleh tim IT dalam pemulihan layanan. Dokumen pendukung ini memudahkan tim IT untuk mengikuti prosedur dan memastikan bahwa setiap aktivitas terdokumentasi dengan baik.","Dokumentasi mengenai:
1. Technical Recovery Procedure Document: Dokumen yang menjelaskan langkah-langkah teknis yang harus diambil untuk memulihkan layanan.
2. Readiness Assessment Document: Dokumen yang menilai kesiapan sistem dan tim untuk melakukan pemulihan layanan.
3. Rundown Checklist: Daftar tugas yang harus diselesaikan oleh tim IT selama proses pemulihan, termasuk tanggung jawab individu.
4. Post-Recovery Review Document: Dokumen yang mencatat evaluasi dan pembelajaran setelah pemulihan layanan selesai.
5. Training Documentation: Materi pelatihan untuk tim IT mengenai prosedur pemulihan dan penggunaan dokumen pendukung.
"
,,,3,Ketersediaan backup site (DRC) untuk setiap aplikasi dengan objek dan resource yg identik ,Harus memiliki ketersediaan backup site (DRC) untuk setiap aplikasi dengan objek dan resource yang identik untuk memastikan ketersediaan layanan dan pemulihan data yang optimal. Backup site ini memungkinkan replikasi data secara real-time dan failover ke site cadangan jika terjadi kegagalan pada site utama.,"Dokumentasi mengenai:
1. Disaster Recovery Plan Document: Dokumen yang menjelaskan rencana pemulihan bencana, termasuk langkah-langkah untuk mengalihkan layanan ke backup site.
2. Backup Site Configuration Document: Rincian konfigurasi untuk backup site, termasuk arsitektur sistem dan komponen yang identik dengan site utama.
3. Data Replication Procedures: Prosedur yang menjelaskan metode dan frekuensi replikasi data antara site utama dan backup site.
4. Failover Testing Report: Laporan hasil pengujian failover untuk memastikan bahwa sistem dapat berpindah ke backup site tanpa masalah.
5. Resource Inventory Document: Daftar semua sumber daya yang ada di backup site, termasuk perangkat keras, perangkat lunak, dan data yang di-replikasi."
,,,4,Melakukan proses switch over  (SO) (running di site DRC) minimal 1 tahun 1 kali,"Harus melakukan proses switch over (SO) minimal satu tahun sekali untuk memastikan kesiapan dan efektivitas backup site (DRC). Proses SO ini memungkinkan tim IT untuk menguji dan memvalidasi ketersediaan layanan, pemulihan data, dan failover ke site cadangan sesuai dengan RTO dan RPO yang telah ditetapkan.","Dokumentasi mengenai:
1. Switch Over Procedure Document: Dokumen yang menjelaskan langkah-langkah yang harus diikuti selama proses switch over, termasuk tanggung jawab tim.
2. Switch Over Testing Plan: Rencana pengujian untuk memastikan bahwa semua aspek layanan berfungsi dengan baik selama dan setelah switch over.
3. Post-Switch Over Review Report: Laporan yang merangkum hasil pengujian setelah switch over, termasuk temuan, masalah, dan tindakan perbaikan yang diperlukan.
4. RTO and RPO Validation Document: Dokumen yang mencantumkan validasi bahwa RTO dan RPO terpenuhi selama proses switch over.
5 Training Documentation: Materi pelatihan untuk tim IT mengenai prosedur switch over dan pengujian yang diperlukan."
,,,5,Melakukan proses call tree secara periodik untuk menjaga kesiapan tim support,"Harus melakukan proses call tree secara periodik untuk menjaga kesiapan tim support dalam merespons permasalahan yang terjadi. Proses call tree ini memungkinkan tim IT untuk menguji dan memvalidasi alur komunikasi dan koordinasi dalam situasi darurat, serta memastikan bahwa setiap anggota tim siap dan mampu merespons dengan cepat dan efektif.","Dokumentasi mengenai:
1. Call Tree Procedure Document: Dokumen yang menjelaskan langkah-langkah dan prosedur untuk melakukan proses call tree, termasuk peran setiap anggota tim.
2. Call Tree Contact List: Daftar kontak semua anggota tim yang terlibat dalam call tree, termasuk informasi kontak yang diperlukan untuk komunikasi.
3. Call Tree Testing Schedule: Rencana jadwal untuk melakukan pengujian call tree secara berkala, termasuk frekuensi dan waktu pelaksanaan.
4. Post-Call Tree Review Report: Laporan evaluasi hasil pelaksanaan call tree, mencakup temuan, umpan balik, dan tindakan perbaikan yang diperlukan.
5. Training Documentation: Materi pelatihan untuk anggota tim tentang prosedur call tree dan peran mereka dalam situasi darurat."
,,,6,Memiliki forum persiapan pelaksanaan Disaster Recovery Plan (DRP),"Harus memiliki forum persiapan pelaksanaan Disaster Recovery Plan (DRP) yang melibatkan seluruh tim IT dan pemangku kepentingan terkait. Forum ini bertujuan untuk memastikan kesiapan, koordinasi, dan komunikasi yang efektif dalam pelaksanaan DRP, serta memastikan bahwa setiap anggota tim memahami peran dan tanggung jawabnya dalam pemulihan layanan.","Dokumentasi: 
1. Forum Agenda Document: Dokumen yang mencantumkan agenda pertemuan forum, termasuk topik yang akan dibahas dan tujuan setiap sesi.
2. Participant List: Daftar semua peserta yang terlibat dalam forum, termasuk nama, jabatan, dan peran masing-masing dalam pelaksanaan DRP.
3. Meeting Minutes: Catatan hasil pertemuan forum, termasuk diskusi, keputusan yang diambil, dan tindakan lanjutan yang perlu dilakukan.
4. DRP Roles and Responsibilities Document: Dokumen yang menjelaskan peran dan tanggung jawab setiap anggota tim dalam pelaksanaan DRP, sehingga semua orang memahami kontribusi mereka.
5. Training and Awareness Materials: Materi pelatihan dan kesadaran yang diberikan kepada anggota tim dan pemangku kepentingan tentang DRP, termasuk prosedur dan panduan yang harus diikuti."
,,,7,Memiliki alur prosedur dan struktural Crisis Management Team (CMT),"Harus memiliki alur prosedur dan struktural Crisis Management Team (CMT) yang mencakup peran dan tanggung jawab anggota tim, alur komunikasi dan koordinasi, serta langkah-langkah yang harus dilakukan dalam mengatasi situasi darurat. Alur prosedur dan struktural CMT ini memastikan bahwa tim IT dapat merespons dengan cepat dan efektif dalam mengatasi permasalahan yang terjadi.","Dokumentasi:
1. Crisis Management Team Structure Document: Dokumen yang menjelaskan struktur organisasi CMT, termasuk nama, jabatan, dan peran masing-masing anggota tim.
2. Roles and Responsibilities Document: Dokumen yang merinci peran dan tanggung jawab setiap anggota tim dalam situasi darurat, sehingga semua orang memahami kontribusi mereka.
3. Crisis Communication Plan: Rencana komunikasi yang menjelaskan alur komunikasi dan koordinasi selama situasi darurat, termasuk kontak darurat dan saluran komunikasi yang digunakan.
4. Crisis Response Procedure: Prosedur yang mendetail langkah-langkah yang harus diambil oleh CMT untuk mengatasi situasi darurat, termasuk tindakan awal dan eskalasi.
5. Crisis Management Training Materials: Materi pelatihan untuk anggota CMT mengenai prosedur pengelolaan krisis, termasuk simulasi dan studi kasus yang relevan."
,P4.5 Incident Management,,1,Memiliki flow eskalasi & penanganan incident untuk semua severity ,"Harus memiliki flow eskalasi dan penanganan incident untuk semua severity yang mencakup langkah-langkah, peran dan tanggung jawab tim, serta alur komunikasi dan koordinasi dalam menangani incident. Flow eskalasi dan penanganan incident ini memastikan bahwa setiap incident ditangani dengan cepat dan efisien sesuai dengan tingkat kepentingan dan dampaknya terhadap layanan.","- Dokumentasi Flow Eskalasi: Dokumen yang menjelaskan alur eskalasi untuk penanganan incident berdasarkan tingkat keparahan (severity).
- Prosedur Penanganan Incident: Dokumen yang menjelaskan langkah-langkah dan prosedur yang harus diikuti dalam menangani incident untuk setiap tingkat keparahan."
,,,2,Memiliki panduan penentuan severity ,"Harus memiliki panduan penentuan severity yang memuat kriteria dan parameter untuk menentukan tingkat kepentingan dan dampak incident terhadap layanan. Panduan penentuan severity ini memudahkan tim IT untuk mengklasifikasikan dan menetapkan tingkat kepentingan incident, serta mengambil tindakan yang sesuai dengan severity yang telah ditetapkan.","- Panduan Penentuan Severity: Dokumen yang menjelaskan kriteria dan prosedur untuk menentukan tingkat keparahan (severity) dari suatu incident.
- Prosedur Penanganan Incident Berdasarkan Severity: Dokumen yang menjelaskan langkah-langkah dan prosedur yang harus diikuti dalam menangani incident berdasarkan tingkat keparahan yang telah ditentukan.
- Laporan Incident: Laporan yang mencatat setiap incident yang terjadi, termasuk detail incident, tingkat keparahan yang ditentukan, waktu kejadian, tindakan yang diambil, dan hasil penyelesaian."
,,,3,Memiliki panduan/FAQ terhadap penanganan incident,"Harus memiliki panduan/FAQ terhadap penanganan incident yang memuat langkah-langkah penanganan incident, peran dan tanggung jawab tim, serta solusi atau tindakan yang harus dilakukan dalam mengatasi incident. Panduan/FAQ ini memudahkan tim IT untuk merespons dengan cepat dan efektif dalam menangani incident, serta memastikan bahwa setiap incident ditangani sesuai dengan prosedur yang telah ditetapkan.","- Panduan Penanganan Incident: Dokumen yang menjelaskan langkah-langkah dan prosedur yang harus diikuti dalam menangani incident.
- FAQ Penanganan Incident: Dokumen yang berisi daftar pertanyaan yang sering diajukan (FAQ) dan jawabannya terkait penanganan incident."
